B1x,B2x,B3x,B4x
-0.118129395,-0.11753829,-0.1144893,-0.113848135
-0.11751723,-0.11694267,-0.11352676,-0.11148305
-0.11768838,-0.11744659,-0.114879146,-0.114853814
-0.11650596,-0.116196394,-0.113409854,-0.11323242
-0.11571421,-0.11649009,-0.113494195,-0.11330943
-0.11683901,-0.11860484,-0.11485342,-0.119011916
-0.11690454,-0.11658305,-0.11363838,-0.1137058
-0.11722251,-0.11590248,-0.11388697,-0.11381211
-0.11789672,-0.1180248,-0.11523803,-0.11526923
-0.11597495,-0.1171999,-0.11346309,-0.11400044
-0.116677046,-0.11638188,-0.114223875,-0.11428472
-0.117419735,-0.11801089,-0.11522792,-0.115404986
-0.11629536,-0.11604941,-0.11390092,-0.113218844
-0.11702193,-0.1177146,-0.114203714,-0.114011526
-0.117515564,-0.11744781,-0.113828264,-0.11399951
-0.11743448,-0.117226705,-0.11458349,-0.1144497
-0.117362216,-0.11692216,-0.11422338,-0.114031054
-0.11732823,-0.11648711,-0.11444922,-0.11431118
-0.11755111,-0.11740762,-0.11377617,-0.11415879
-0.11700766,-0.11710366,-0.1144918,-0.11438365
-0.11749126,-0.11735551,-0.11423965,-0.11438413
-0.11761328,-0.11733526,-0.113942824,-0.114139795
-0.1189939,-0.11621835,-0.11412778,-0.11436397
-0.11714683,-0.11744571,-0.114469334,-0.11373633
-0.11744942,-0.11702539,-0.1146397,-0.113769874
-0.11736371,-0.11764047,-0.11359449,-0.114369586
-0.117169425,-0.11726235,-0.11364746,-0.114125095
-0.117678426,-0.11766581,-0.1152481,-0.114638284
-0.11723745,-0.117067575,-0.11467022,-0.114303425
-0.11949253,-0.11939409,-0.115930416,-0.11653091
-0.11995342,-0.1192189,-0.11651264,-0.11665167
-0.11831796,-0.117623925,-0.113352,-0.114952825
-0.1172121,-0.11722617,-0.11448765,-0.11417608
-0.11677329,-0.11729624,-0.114279434,-0.11455761
-0.1177956,-0.11705865,-0.11405537,-0.11402935
-0.11780479,-0.11818097,-0.11550137,-0.1153687
-0.118624665,-0.11707568,-0.11444794,-0.11428861
-0.1173334,-0.117531635,-0.1145273,-0.11411387
-0.11905499,-0.118506,-0.11443633,-0.114801906
-0.11702349,-0.11739765,-0.11413614,-0.114449605
-0.117725685,-0.11658169,-0.11354756,-0.11359701
-0.120355174,-0.11888404,-0.11577661,-0.11582299
-0.1176044,-0.11790224,-0.11557989,-0.11467959
-0.11719433,-0.11716665,-0.114320315,-0.11452134
-0.11797015,-0.11964409,-0.11668994,-0.11568364
-0.11764614,-0.11722974,-0.11524029,-0.11428491
-0.1162809,-0.116550684,-0.11320102,-0.11385347
-0.11597426,-0.1169747,-0.114535786,-0.11381407
-0.11763804,-0.117004834,-0.1139374,-0.113751315
-0.11745528,-0.11617031,-0.11414869,-0.11357246
-0.116926074,-0.11789477,-0.11427168,-0.1152104
-0.11794224,-0.11618018,-0.113587305,-0.11392603
-0.11752734,-0.116774276,-0.113246486,-0.113063276
-0.11877676,-0.11861591,-0.11567607,-0.11516343
-0.11713369,-0.1168106,-0.11396514,-0.11426298
-0.11673603,-0.11752783,-0.11433867,-0.10755942
-0.118713476,-0.11756851,-0.11505537,-0.11545049
-0.116786465,-0.11727847,-0.11441054,-0.114123926
-0.11725185,-0.117030606,-0.113707185,-0.11363945
-0.11808838,-0.117749706,-0.11502228,-0.11517378
-0.11728189,-0.11702061,-0.11354585,-0.11425108
-0.11798725,-0.11684658,-0.11387807,-0.11381324
-0.11729004,-0.1181335,-0.11562383,-0.115448095
-0.11757231,-0.11659853,-0.11445093,-0.11454791
-0.116296485,-0.11703076,-0.113543354,-0.11411758
-0.11814,-0.11705551,-0.11525981,-0.11558453
-0.117133245,-0.117228806,-0.11356406,-0.11381324
-0.11601816,-0.11673472,-0.113477245,-0.11462729
-0.118402526,-0.11831709,-0.11577334,-0.11544292
-0.11609511,-0.11756768,-0.113878906,-0.113569334
-0.116799116,-0.11699506,-0.1135478,-0.11430035
-0.117109224,-0.11816244,-0.11404482,-0.11485918
-0.11780361,-0.11679678,-0.114432715,-0.11563096
-0.11717305,-0.11642691,-0.113732815,-0.11429477
-0.118764356,-0.118402444,-0.115968406,-0.11580987
-0.11758735,-0.117175594,-0.11497231,-0.11437236
-0.11704389,-0.117182374,-0.113529205,-0.1145916
-0.119503856,-0.117623135,-0.11441289,-0.11580102
-0.11626631,-0.117096625,-0.11491841,-0.11390414
-0.11560962,-0.11716156,-0.113857225,-0.11398418
-0.11852221,-0.1177066,-0.11634151,-0.11431112
-0.11777192,-0.11676846,-0.113935396,-0.11444467
-0.11650719,-0.115940474,-0.11417793,-0.1133541
-0.1188166,-0.117789745,-0.11469643,-0.11433852
-0.11697998,-0.11746337,-0.11393945,-0.114155315
-0.116815425,-0.11750586,-0.114534475,-0.11337598
-0.11785034,-0.11825293,-0.114574455,-0.11516108
-0.11738672,-0.117885634,-0.114525735,-0.11388091
-0.11650322,-0.116914794,-0.114297844,-0.11344458
-0.11721406,-0.116261765,-0.112298824,-0.11237113
-0.1189188,-0.11923726,-0.11551968,-0.116319194
-0.117419384,-0.11733369,-0.11469664,-0.114180565
-0.1176063,-0.117453754,-0.11418422,-0.11471665
-0.116860986,-0.11725904,-0.11441382,-0.113864064
-0.11813867,-0.11629971,-0.11411904,-0.11416943
-0.117362104,-0.11724112,-0.114441015,-0.11458461
-0.11723105,-0.11701616,-0.11429526,-0.11496016
-0.11707612,-0.117760345,-0.11498384,-0.11427603
-0.11772778,-0.11768804,-0.11529355,-0.11450054
-0.11680923,-0.11647421,-0.113656595,-0.11399478
-0.11740953,-0.11716137,-0.11370806,-0.114341415
-0.11726801,-0.116906546,-0.113883,-0.11419596
-0.1159688,-0.11683506,-0.11337705,-0.11378095
-0.11739854,-0.11776352,-0.11454658,-0.114275776
-0.117805466,-0.11776568,-0.11430409,-0.11423266
-0.11637203,-0.116632566,-0.1143584,-0.11387573
-0.11700723,-0.11681626,-0.113350585,-0.11418545
-0.117026374,-0.11697905,-0.11474092,-0.11360425
-0.11798892,-0.11691709,-0.11353071,-0.11406519
-0.116522215,-0.117278025,-0.11521894,-0.11420445
-0.117789365,-0.117130026,-0.11462861,-0.1139309
-0.11692866,-0.11666739,-0.11426841,-0.11414751
-0.11699653,-0.11663203,-0.11346582,-0.11417602
-0.1165519,-0.11681436,-0.114448234,-0.11392202
-0.11678897,-0.117000386,-0.11389605,-0.1143147
-0.11646064,-0.116709866,-0.1142775,-0.11385
-0.117107555,-0.11611845,-0.11319868,-0.113834955
-0.117652535,-0.117455125,-0.11406709,-0.114271924
-0.11765971,-0.11627676,-0.1134706,-0.114037596
-0.11729,-0.116374314,-0.11308086,-0.11384585
-0.116239406,-0.117006585,-0.113570906,-0.113832615
-0.117293075,-0.116704985,-0.11445196,-0.11432129
-0.11627241,-0.11648271,-0.1133247,-0.11373232
-0.11688535,-0.11653813,-0.11387758,-0.11353282
-0.117196485,-0.11687466,-0.11395185,-0.11426704
-0.11704244,-0.1167856,-0.113784865,-0.11389824
-0.1170041,-0.11719102,-0.11436431,-0.114096835
-0.117040135,-0.116756156,-0.11447461,-0.11399981
-0.11741992,-0.11653501,-0.11451602,-0.114202045
-0.1172059,-0.11677593,-0.11501968,-0.11419727
-0.1163916,-0.11734463,-0.11409937,-0.113949224
-0.11661997,-0.117324114,-0.11404703,-0.114033304
-0.11719395,-0.11702319,-0.11348237,-0.11446533
-0.11765025,-0.11685034,-0.114138864,-0.11406821
-0.11696754,-0.11747096,-0.114127494,-0.11417563
-0.11630654,-0.11657236,-0.11362642,-0.113903806
-0.11635327,-0.117604,-0.11410332,-0.114568606
-0.116961814,-0.117226854,-0.11356138,-0.11412622
-0.1173711,-0.11718862,-0.114041604,-0.11418359
-0.11750849,-0.11580175,-0.11434253,-0.11421845
-0.1179749,-0.117199995,-0.1140936,-0.11400014
-0.116732515,-0.11723789,-0.114698626,-0.11378579
-0.117118075,-0.11721964,-0.11401353,-0.11401655
-0.11557959,-0.11549561,-0.11290059,-0.11350918
-0.11776705,-0.116588674,-0.11481074,-0.115395404
-0.11697129,-0.11752559,-0.11476715,-0.115039065
-0.11704922,-0.117286466,-0.11394565,-0.11341323
-0.1158543,-0.11588438,-0.11332129,-0.11305894
-0.11692134,-0.116703905,-0.114193164,-0.11398609
-0.11772724,-0.11710854,-0.114978276,-0.114649996
-0.11754151,-0.11729951,-0.11443369,-0.114140235
-0.11764394,-0.11713662,-0.11391445,-0.11442538
-0.116973974,-0.11737837,-0.11390488,-0.114159465
-0.117810205,-0.11743613,-0.114233635,-0.114338234
-0.117063425,-0.1174832,-0.114062645,-0.114373446
-0.11781488,-0.11754747,-0.113842085,-0.11426792
-0.11757724,-0.11725869,-0.1143996,-0.114434324
-0.11757231,-0.117755175,-0.11462095,-0.11438638
-0.117401265,-0.11746831,-0.11378765,-0.114009276
-0.11741601,-0.117551565,-0.114493415,-0.114087746
-0.1169336,-0.11745004,-0.113617495,-0.11418496
-0.11677246,-0.11772148,-0.11426245,-0.114423
-0.117518306,-0.11710117,-0.114775196,-0.11424087
-0.11760142,-0.11644492,-0.11464918,-0.11397891
-0.11752373,-0.11720415,-0.11442573,-0.114236966
-0.11768184,-0.11647777,-0.11472148,-0.113997996
-0.11713593,-0.11681889,-0.113921046,-0.11394272
-0.11711987,-0.11716528,-0.11410864,-0.11294365
-0.11778619,-0.11650859,-0.11412193,-0.11342154
-0.116783835,-0.1163394,-0.11503359,-0.11387837
-0.116522215,-0.11738847,-0.11402436,-0.15285668
-0.1170545,-0.11734228,-0.11446817,-0.06106904
-0.11837642,-0.11630781,-0.115022615,-0.114264406
-0.11842501,-0.11642641,-0.1140271,-0.114507616
-0.11741421,-0.11681006,-0.114066064,-0.11458008
-0.11705752,-0.11708589,-0.11428921,-0.11413486
-0.11704419,-0.11700444,-0.114687786,-0.11393521
-0.11813686,-0.117273346,-0.113545515,-0.11364116
-0.117929004,-0.11660816,-0.11489111,-0.114296295
-0.11797627,-0.116824314,-0.113438085,-0.11449053
-0.11717753,-0.11787866,-0.115045466,-0.11434766
-0.11736977,-0.1177517,-0.11376543,-0.11391679
-0.11728511,-0.11742832,-0.11290357,-0.11448656
-0.11735703,-0.117259905,-0.11369692,-0.11342392
-0.11700332,-0.11679135,-0.11382495,-0.11448711
-0.11809043,-0.11716215,-0.11482637,-0.11385747
-0.11687124,-0.11717061,-0.1139374,-0.114523575
-0.11658593,-0.117154494,-0.11395401,-0.11399047
-0.118016504,-0.11625937,-0.113692835,-0.11398437
-0.117873386,-0.117166996,-0.114342,-0.1138355
-0.1170146,-0.11719658,-0.11500645,-0.1143168
-0.11733159,-0.11781929,-0.11331035,-0.11432139
-0.118181884,-0.11699941,-0.11461763,-0.114122555
-0.117412254,-0.1169541,-0.11354468,-0.113034174
-0.11734649,-0.11696577,-0.11439971,-0.11826128
-0.116915666,-0.11672227,-0.11366148,-0.11386143
-0.117113866,-0.117005564,-0.11382099,-0.11034028
-0.117631294,-0.116979145,-0.11432896,-0.11432554
-0.11704898,-0.11779511,-0.114407025,-0.1146039
-0.11733408,-0.11658964,-0.11354375,-0.11394463
-0.11774702,-0.11789521,-0.11453657,-0.11427168
-0.11755469,-0.11725205,-0.113602735,-0.11439838
-0.11779366,-0.11769976,-0.11465508,-0.114160694
-0.11750537,-0.117620125,-0.11314877,-0.114341356
-0.116241895,-0.11649654,-0.11388198,-0.11343803
-0.115660705,-0.11704125,-0.115352154,-0.1138253
-0.11680112,-0.116814986,-0.113371335,-0.11369282
-0.118491605,-0.11725874,-0.11380557,-0.11421386
-0.11705396,-0.11679751,-0.11289873,-0.1144621
-0.11663194,-0.11725293,-0.113705955,-0.1137475
-0.1172604,-0.116962984,-0.11317295,-0.113213375
-0.11695929,-0.116829395,-0.11335029,-0.122738324
-0.11775303,-0.11670698,-0.11428428,-0.11384077
-0.116674565,-0.11742373,-0.11485078,-0.11486323
-0.116270065,-0.11563428,-0.11317412,-0.11260327
-0.11687802,-0.11671577,-0.11392182,-0.11419785
-0.11776904,-0.11669258,-0.113965824,-0.11433165
-0.11733701,-0.11723355,-0.112971924,-0.11388383
-0.116873585,-0.117265485,-0.11468364,-0.11438233
-0.11690537,-0.11753794,-0.113747515,-0.114180565
-0.11899165,-0.11780421,-0.115530565,-0.11549424
-0.11789702,-0.117372796,-0.11379355,-0.114668846
-0.11736651,-0.11809375,-0.114550784,-0.114450976
-0.11708994,-0.11781807,-0.11496113,-0.11444745
-0.118727885,-0.1190206,-0.11532211,-0.11547367
-0.11852758,-0.117636815,-0.114263035,-0.114476405
-0.118559375,-0.11736572,-0.11365674,-0.11391328
-0.11855972,-0.118511476,-0.11606215,-0.11560653
-0.117027685,-0.11709497,-0.1135566,-0.11388512
-0.117742084,-0.116343066,-0.11491128,-0.114517234
-0.117846236,-0.11824912,-0.11543608,-0.11558789
-0.11707167,-0.11679741,-0.11492197,-0.11409062
-0.11693984,-0.116114065,-0.11422203,-0.114316896
-0.11835351,-0.1180792,-0.11498672,-0.1151004
-0.11623658,-0.11589004,-0.113940135,-0.11403906
-0.11785644,-0.1175005,-0.1139233,-0.11383691
-0.11829331,-0.118423976,-0.11563565,-0.11522754
-0.11731138,-0.11708169,-0.11365019,-0.11436323
-0.117708005,-0.11670122,-0.11432348,-0.1140123
-0.118225336,-0.117585935,-0.114530705,-0.11508067
-0.11654971,-0.116769336,-0.11434249,-0.11455723
-0.11803603,-0.1173874,-0.114206985,-0.11403072
-0.11880126,-0.11890845,-0.11532915,-0.11552417
-0.117328666,-0.117052495,-0.1141001,-0.114401564
-0.11787452,-0.117873535,-0.11338848,-0.11409102
-0.119027294,-0.11737822,-0.11652064,-0.11537993
-0.116861716,-0.11672974,-0.11452651,-0.113818645
-0.1168748,-0.117325485,-0.11353145,-0.11410737
-0.11867909,-0.11818316,-0.11579259,-0.1152979
-0.11669381,-0.117183544,-0.11444019,-0.11390772
-0.1169856,-0.116899274,-0.11441543,-0.11422412
-0.1176497,-0.118071154,-0.115007415,-0.11516772
-0.116851665,-0.11717627,-0.11333589,-0.114152834
-0.11640088,-0.11724585,-0.11379502,-0.113940135
-0.11749766,-0.11812607,-0.11498525,-0.11517514
-0.11766718,-0.11722764,-0.11417725,-0.11435952
-0.1176893,-0.11742602,-0.11490898,-0.11386943
-0.11736991,-0.118954495,-0.11500709,-0.11513682
-0.11804712,-0.1168023,-0.11325948,-0.11454058
-0.11641289,-0.116554976,-0.11427172,-0.11389488
-0.1181981,-0.11795932,-0.11503883,-0.11528087
-0.11688447,-0.11707065,-0.1145374,-0.113727435
-0.11692119,-0.11655907,-0.11403569,-0.114415005
-0.11837466,-0.11796944,-0.11520742,-0.11446401
-0.11851094,-0.11680913,-0.11483047,-0.11422427
-0.11766191,-0.11696006,-0.11464937,-0.113748334
-0.11790343,-0.11761904,-0.114615284,-0.11469672
-0.11707212,-0.116309665,-0.113318704,-0.1139606
-0.117769584,-0.11719316,-0.115250245,-0.114691556
-0.116940536,-0.117323436,-0.11559589,-0.114960834
-0.1173502,-0.11685058,-0.1147521,-0.11426972
-0.116796196,-0.117338434,-0.11412265,-0.11415757
-0.11750088,-0.118391894,-0.115827344,-0.1153541
-0.11716177,-0.11704703,-0.11417465,-0.11338637
-0.117898345,-0.117709324,-0.11474073,-0.11378559
-0.11744233,-0.11841997,-0.116032764,-0.11489985
-0.116116166,-0.117159225,-0.11373017,-0.113952294
-0.117468104,-0.11763741,-0.11438739,-0.11430049
-0.1178375,-0.11768608,-0.1149231,-0.11494702
-0.11800277,-0.11735342,-0.114417434,-0.11399746
-0.11800542,-0.11772622,-0.11458726,-0.114158355
-0.11834258,-0.11785982,-0.11467681,-0.11451206
-0.11645625,-0.1155564,-0.11376939,-0.11290362
-0.116995454,-0.11773546,-0.11432817,-0.114337444
-0.11614271,-0.116556205,-0.11427973,-0.114272214
-0.117531,-0.11746601,-0.11389097,-0.11382626
-0.11721382,-0.117156886,-0.11434326,-0.11387739
-0.11631191,-0.11722783,-0.11460469,-0.11460986
-0.116865635,-0.11726777,-0.11385591,-0.11471655
-0.11777715,-0.11723658,-0.113702096,-0.11349243
-0.11647187,-0.117183104,-0.11426504,-0.11372133
-0.11717685,-0.11701162,-0.11390644,-0.11337192
-0.117879786,-0.11720346,-0.1143646,-0.11431841
-0.11686967,-0.11657109,-0.11368281,-0.11437152
-0.11820488,-0.11735395,-0.114149556,-0.11446188
-0.11835078,-0.11779507,-0.114885844,-0.11521602
-0.117876366,-0.11757803,-0.11474307,-0.11456909
-0.11661391,-0.11635722,-0.11424492,-0.113925
-0.11720107,-0.11746011,-0.1141729,-0.11430752
-0.117369436,-0.11709462,-0.11504829,-0.11454995
-0.116681494,-0.11743301,-0.11475806,-0.114963725
-0.116801955,-0.11715019,-0.11364506,-0.114306495
-0.117329,-0.116804,-0.11381866,-0.113961026
-0.11774355,-0.11734004,-0.11400703,-0.11407324
-0.11770742,-0.11733677,-0.11414985,-0.11404805
-0.11665161,-0.11779429,-0.114598036,-0.11365293
-0.117651954,-0.11795659,-0.114519,-0.11450058
-0.11713052,-0.117210746,-0.11451807,-0.11431919
-0.116977885,-0.11651914,-0.11353697,-0.114124075
-0.11708516,-0.11660083,-0.11417304,-0.11368795
-0.116850875,-0.11730571,-0.11340034,-0.11429179
-0.11646064,-0.11610951,-0.11403833,-0.11388731
-0.11689712,-0.11742314,-0.113141894,-0.114251554
-0.116929635,-0.11660741,-0.11353169,-0.11420523
-0.11750195,-0.11719453,-0.114701316,-0.11386919
-0.11785503,-0.11736914,-0.11439936,-0.1143293
-0.11670171,-0.11682818,-0.11448886,-0.11363038
-0.11669575,-0.11720761,-0.11315098,-0.11390239
-0.11771377,-0.1169311,-0.11406201,-0.113742486
-0.117612794,-0.11749399,-0.11472545,-0.11487124
-0.117329285,-0.11762871,-0.1137082,-0.11404594
-0.11682656,-0.117149614,-0.1133772,-0.114609525
-0.117394134,-0.11739067,-0.11372085,-0.11391655
-0.11741016,-0.117084526,-0.11351421,-0.11451484
-0.116224706,-0.117129445,-0.11423941,-0.11400596
-0.11754453,-0.11658716,-0.114399455,-0.11445038
-0.1175061,-0.116425,-0.11332476,-0.11409731
-0.11696186,-0.1165478,-0.113622166,-0.11440547
-0.11610162,-0.117262796,-0.11321367,-0.11399883
-0.11725678,-0.1173877,-0.112717435,-0.11460678
-0.11794791,-0.116867326,-0.11361636,-0.11416499
-0.118057325,-0.11722769,-0.11414629,-0.11427037
-0.11681831,-0.11750791,-0.113536574,-0.11421655
-0.116781354,-0.116866745,-0.11413779,-0.114117146
-0.117449805,-0.11643408,-0.11457729,-0.11400908
-0.11711768,-0.11731885,-0.11478467,-0.114116356
-0.11872451,-0.11745757,-0.115363084,-0.11398311
-0.11732183,-0.1171811,-0.11348535,-0.1143541
-0.116825484,-0.11632828,-0.11380186,-0.11398558
-0.11716626,-0.116946734,-0.11485146,-0.11458813
-0.11702998,-0.11616987,-0.11354585,-0.11368754
-0.11684619,-0.11760225,-0.11417558,-0.11409068
-0.117831446,-0.117014505,-0.11413525,-0.11451582
-0.11712968,-0.11766323,-0.114770986,-0.114260495
-0.116757855,-0.11617257,-0.1144313,-0.11369834
-0.11732124,-0.11758784,-0.11407105,-0.11448471
-0.117716946,-0.11690147,-0.115128756,-0.1143564
-0.11704297,-0.11667061,-0.11427407,-0.11359165
-0.117923245,-0.11692612,-0.113508835,-0.11424712
-0.11750151,-0.1170104,-0.114559665,-0.11413306
-0.11746211,-0.1172045,-0.11434058,-0.1143352
-0.11797197,-0.11736108,-0.114046775,-0.113798484
-0.11644785,-0.11746304,-0.11317696,-0.11440039
-0.11800712,-0.11784531,-0.114182234,-0.11456221
-0.11731885,-0.11713823,-0.115482315,-0.114704
-0.11828785,-0.11725918,-0.11331713,-0.11410264
-0.11765317,-0.11676005,-0.11485962,-0.11396773
-0.11753057,-0.11710825,-0.11370176,-0.11361279
-0.1170248,-0.1172504,-0.11519657,-0.11443682
-0.11856885,-0.11705674,-0.11537553,-0.1144039
-0.11710566,-0.11748189,-0.11360546,-0.11460366
-0.117259964,-0.11745268,-0.113466166,-0.113784716
-0.11718722,-0.11745683,-0.114172265,-0.11410795
-0.11685151,-0.11591314,-0.11417675,-0.11437476
-0.11657349,-0.11719321,-0.11393726,-0.11429194
-0.11727826,-0.11734575,-0.11398153,-0.11483388
-0.11774443,-0.11733736,-0.11401167,-0.114357516
-0.11776568,-0.11712749,-0.11397006,-0.113888964
-0.11653365,-0.117010355,-0.11422441,-0.11433096
-0.11772354,-0.11769463,-0.114601515,-0.11443321
-0.11838496,-0.11705454,-0.11414145,-0.11420649
-0.117744386,-0.117382705,-0.114389695,-0.114650294
-0.11755215,-0.11731615,-0.11394888,-0.114439204
-0.11797651,-0.11726856,-0.114103615,-0.1140248
-0.11731724,-0.11658833,-0.11354941,-0.11388477
-0.117481396,-0.116470315,-0.113860294,-0.11346792
-0.11844697,-0.11752911,-0.1143795,-0.114223145
-0.11741718,-0.11746494,-0.11448838,-0.11412828
-0.11683945,-0.11663608,-0.113012254,-0.11422266
-0.117648974,-0.11722598,-0.11404209,-0.11422187
-0.11791615,-0.11805918,-0.11485542,-0.114316985
-0.117438674,-0.117499754,-0.114839256,-0.11403165
-0.11808555,-0.1177751,-0.11409106,-0.11448799
-0.11671523,-0.117564216,-0.11428018,-0.11422652
-0.11860976,-0.11781176,-0.114447355,-0.11379428
-0.11655103,-0.11656821,-0.114311814,-0.11439009
-0.11685171,-0.11719195,-0.11449937,-0.11429101
-0.1161564,-0.116855465,-0.11385976,-0.11390283
-0.11761055,-0.11705854,-0.11360868,-0.11383686
-0.117761515,-0.11725493,-0.11484282,-0.11465142
-0.11704971,-0.11670001,-0.11367388,-0.11390903
-0.11658178,-0.116795614,-0.11454151,-0.114317045
-0.11765112,-0.11694361,-0.11303447,-0.11398657
-0.11563413,-0.116399564,-0.11356602,-0.1134039
-0.118063964,-0.11764097,-0.113729835,-0.114249215
-0.1195627,-0.11923106,-0.11655567,-0.11635512
-0.11890604,-0.11799884,-0.1154147,-0.11634272
-0.11814444,-0.11814277,-0.11533965,-0.11552797
-0.1180043,-0.11851382,-0.11537007,-0.115582906
-0.11771753,-0.11817285,-0.11485752,-0.11499312
-0.117685005,-0.117871836,-0.11370971,-0.11455977
-0.11786445,-0.11704204,-0.11488853,-0.11486264
-0.11847583,-0.1180457,-0.11536016,-0.115352884
-0.11797388,-0.117430665,-0.11417143,-0.11474131
-0.117551364,-0.11758276,-0.11421113,-0.11456553
-0.11853311,-0.118577145,-0.116156355,-0.11491953
-0.11703819,-0.11757598,-0.11463823,-0.114521876
-0.116827786,-0.117080316,-0.112925984,-0.11501509
-0.118795946,-0.11844957,-0.11505254,-0.115628675
-0.11882143,-0.116983056,-0.11370011,-0.11460678
-0.11640483,-0.11624722,-0.11412642,-0.11444931
-0.11781162,-0.117630325,-0.11488213,-0.1150458
-0.11736025,-0.117249705,-0.11412354,-0.11356674
-0.118046485,-0.11720381,-0.11394278,-0.11398462
-0.11732109,-0.11735811,-0.114718415,-0.11493868
-0.121300876,-0.11953926,-0.11388974,-0.114191845
-0.11709429,-0.11703549,-0.11353056,-0.11390464
-0.11801133,-0.11738145,-0.11555316,-0.11488608
-0.116768025,-0.11805415,-0.11437124,-0.11407564
-0.11474331,-0.11557843,-0.11414941,-0.11450361
-0.1179416,-0.11767944,-0.11540206,-0.11512735
-0.11704497,-0.11683061,-0.11383428,-0.11360435
-0.11730981,-0.11752031,-0.114753224,-0.11401127
-0.11837896,-0.11826768,-0.11485009,-0.11474185
-0.11807861,-0.116933346,-0.11465464,-0.113922216
-0.11713374,-0.1171936,-0.11469062,-0.11393311
-0.118070856,-0.1175435,-0.11549028,-0.11526035
-0.11776836,-0.11719073,-0.1142935,-0.11505362
-0.11624761,-0.11718321,-0.113785006,-0.114538714
-0.11822866,-0.11769171,-0.11599072,-0.114985645
-0.11791275,-0.11750728,-0.11532476,-0.11463306
-0.116323635,-0.116548836,-0.11398385,-0.114369534
-0.11741167,-0.118067965,-0.11457841,-0.11419839
-0.11762593,-0.11790918,-0.11564648,-0.1148708
-0.1180291,-0.11721206,-0.114508405,-0.11427885
-0.116728365,-0.11679268,-0.11470958,-0.11439942
-0.11809297,-0.117788814,-0.1141412,-0.11533135
-0.116910204,-0.11788668,-0.11466372,-0.11413066
-0.1171813,-0.11747779,-0.11389633,-0.11476157
-0.11886841,-0.1179562,-0.11576851,-0.115475096
-0.116781786,-0.11675918,-0.113608696,-0.114040926
-0.11617193,-0.11681274,-0.114426516,-0.11390303
-0.11805014,-0.11737251,-0.11590127,-0.11530776
-0.11801133,-0.11710815,-0.11469605,-0.11416235
-0.11770737,-0.11771455,-0.11403008,-0.11380532
-0.11889175,-0.11831279,-0.11453261,-0.115120016
-0.11691592,-0.11690791,-0.11444833,-0.11443647
-0.11670083,-0.11658062,-0.11436367,-0.11433075
-0.11835849,-0.11873852,-0.11580708,-0.11565123
-0.11800673,-0.117168985,-0.1147624,-0.11437392
-0.117916845,-0.11677382,-0.11413189,-0.1139522
-0.118098736,-0.11874483,-0.11524589,-0.11527304
-0.1171623,-0.117398724,-0.113944136,-0.11429043
-0.1172479,-0.11718442,-0.114531495,-0.114474654
-0.116958596,-0.11691259,-0.11507026,-0.115275346
-0.11708237,-0.116776325,-0.113264404,-0.11430049
-0.116237596,-0.117394626,-0.11350713,-0.113846384
-0.11790679,-0.11727281,-0.11501821,-0.1149415
-0.1183537,-0.11613257,-0.11497481,-0.11440649
-0.11794096,-0.11638081,-0.11439975,-0.11408335
-0.11797495,-0.11785449,-0.11497114,-0.11466323
-0.11606382,-0.11646471,-0.113425195,-0.11444175
-0.1176312,-0.11685264,-0.11428456,-0.11339927
-0.11759102,-0.117583014,-0.11500488,-0.1147143
-0.11729052,-0.116807714,-0.11423193,-0.11406417
-0.11727309,-0.11643346,-0.11390054,-0.114206746
-0.11808486,-0.11819444,-0.115390524,-0.1145439
-0.11718696,-0.116917334,-0.11430112,-0.114174165
-0.11654302,-0.11658087,-0.11389248,-0.11428003
-0.11616363,-0.11681894,-0.11477335,-0.11350107
-0.11806152,-0.11702652,-0.11372324,-0.11424951
-0.11646289,-0.11712208,-0.113986716,-0.11418071
-0.1182398,-0.1181396,-0.115342475,-0.114887215
-0.11712798,-0.1163043,-0.11408608,-0.11453696
-0.11683466,-0.116627194,-0.11483739,-0.11428101
-0.11771093,-0.118253514,-0.11527773,-0.114665374
-0.116581105,-0.11690537,-0.11458999,-0.11431666
-0.116231,-0.11625049,-0.113603316,-0.113780856
-0.11812456,-0.117483735,-0.11540161,-0.11540625
-0.116373,-0.116696194,-0.11450684,-0.11385161
-0.11661577,-0.11569897,-0.1127766,-0.11342324
-0.11784814,-0.11809106,-0.11493756,-0.11559043
-0.11826626,-0.116950095,-0.1128961,-0.113610744
-0.11652412,-0.11754868,-0.11471455,-0.113828376
-0.11786865,-0.11812222,-0.11413618,-0.114537455
-0.117532074,-0.11670165,-0.11326967,-0.11401548
-0.11640562,-0.11687617,-0.11491601,-0.113869384
-0.11738614,-0.11766362,-0.11453432,-0.11569448
-0.11774175,-0.1168622,-0.114113964,-0.11437837
-0.1175921,-0.11759082,-0.11424844,-0.11398252
-0.118089356,-0.11780884,-0.11502324,-0.11556288
-0.116462946,-0.11762881,-0.11399561,-0.11381938
-0.117460154,-0.117152,-0.11409956,-0.11402558
-0.11770846,-0.11794708,-0.11464727,-0.11509458
-0.116681494,-0.11712861,-0.1139439,-0.11445884
-0.11738578,-0.11732187,-0.115001604,-0.1140184
-0.11755469,-0.11829692,-0.114225104,-0.11515552
-0.11793252,-0.117185935,-0.11416314,-0.11415054
-0.117387354,-0.11683051,-0.11426715,-0.11410098
-0.118035935,-0.11827211,-0.11582446,-0.11507466
